timestamp,common_name,confidence
12-24-2025 07:13:18,Black-capped Chickadee,0.124
12-24-2025 07:13:21,Tufted Titmouse,0.853
12-24-2025 07:13:24,Tufted Titmouse,0.189
12-24-2025 07:13:24,Black-capped Chickadee,0.103
12-24-2025 07:13:27,Tufted Titmouse,0.915
12-24-2025 07:13:42,Tufted Titmouse,0.472
12-24-2025 07:13:45,Tufted Titmouse,0.446
12-24-2025 07:13:48,Tufted Titmouse,0.146
12-24-2025 07:13:51,Tufted Titmouse,0.621
12-24-2025 07:13:57,Red-breasted Nuthatch,0.186
12-24-2025 07:14:06,Black-capped Chickadee,0.337
12-24-2025 07:21:03,Black-capped Chickadee,0.321
12-24-2025 07:21:06,Black-capped Chickadee,0.135
12-24-2025 07:21:09,Black-capped Chickadee,0.337
12-24-2025 07:21:12,Black-capped Chickadee,0.558
12-24-2025 07:21:18,Black-capped Chickadee,0.367
12-24-2025 07:21:21,Black-capped Chickadee,0.255
12-24-2025 07:21:27,Black-capped Chickadee,0.62
12-24-2025 07:21:30,Black-capped Chickadee,0.485
12-24-2025 07:21:36,Black-capped Chickadee,0.607
12-24-2025 07:21:39,Black-capped Chickadee,0.575
12-24-2025 07:21:48,Black-capped Chickadee,0.537
12-24-2025 07:41:46,White-throated Sparrow,0.126
12-24-2025 07:41:55,White-throated Sparrow,0.276
12-24-2025 08:08:10,House Finch,0.26
12-24-2025 08:29:56,House Finch,0.301
12-24-2025 08:31:20,House Finch,0.374
12-24-2025 08:35:05,Blue Jay,0.197
12-24-2025 08:36:08,Blue Jay,0.153
12-24-2025 08:36:11,Blue Jay,0.115
12-24-2025 08:36:11,Red-tailed Hawk,0.102
12-24-2025 08:36:14,Blue Jay,0.189
12-24-2025 08:36:44,Blue Jay,0.352
12-24-2025 08:36:47,Blue Jay,0.116
12-24-2025 08:36:56,Blue Jay,0.128
12-24-2025 08:46:17,Common Raven,0.189
12-24-2025 08:50:29,Rock Pigeon,0.349
12-24-2025 08:58:28,Rock Pigeon,0.105
12-24-2025 09:07:11,House Finch,0.204
12-24-2025 09:09:59,Common Loon,0.111
12-24-2025 09:17:44,Green-winged Teal,0.209
12-24-2025 09:37:22,Red-winged Blackbird,0.121
12-24-2025 09:40:04,House Sparrow,0.105
12-24-2025 09:43:52,Gadwall,0.171
12-24-2025 09:46:40,Red-breasted Nuthatch,0.208
12-24-2025 09:48:55,Mallard,0.121
12-24-2025 10:15:59,House Finch,0.727
12-24-2025 10:17:44,House Finch,0.198
12-24-2025 10:19:44,House Finch,0.201
12-24-2025 10:19:50,House Finch,0.318
12-24-2025 10:20:29,House Finch,0.109
12-24-2025 10:22:15,House Finch,0.102
12-24-2025 10:23:00,House Finch,0.104
12-24-2025 10:24:15,Red-bellied Woodpecker,0.429
12-24-2025 10:29:12,House Finch,0.287
12-24-2025 10:31:15,House Finch,0.428
12-24-2025 10:31:27,House Finch,0.127
12-24-2025 10:33:33,House Finch,0.728
12-24-2025 10:45:33,Black-capped Chickadee,0.638
12-24-2025 10:47:12,Black-capped Chickadee,0.418
12-24-2025 10:47:12,Carolina Chickadee,0.154
12-24-2025 10:47:27,American Tree Sparrow,0.112
12-24-2025 10:47:27,Black-capped Chickadee,0.102
12-24-2025 10:56:03,House Finch,0.343
12-24-2025 10:56:09,House Finch,0.249
12-24-2025 10:56:12,House Finch,0.231
12-24-2025 10:56:21,House Finch,0.125
12-24-2025 10:56:54,House Finch,0.508
12-24-2025 11:15:19,Common Loon,0.161
12-24-2025 11:15:34,Common Loon,0.213
12-24-2025 11:16:10,Common Loon,0.243
12-24-2025 11:25:01,House Finch,0.211
12-24-2025 11:25:04,House Finch,0.129
12-24-2025 11:25:13,House Finch,0.235
12-24-2025 11:37:44,House Finch,0.104
12-24-2025 12:47:46,Green-winged Teal,0.1
12-24-2025 13:25:29,Canada Goose,0.214
12-24-2025 13:27:59,Common Loon,0.117
12-24-2025 14:17:24,Dunlin,0.106
12-24-2025 14:36:54,House Finch,0.227
12-24-2025 15:19:19,Mourning Dove,0.25
12-24-2025 15:19:25,Mourning Dove,0.504
12-24-2025 15:19:34,Mourning Dove,0.111
12-24-2025 15:19:43,Mourning Dove,0.135
12-24-2025 15:19:47,Mourning Dove,0.147
12-24-2025 15:42:41,White-throated Sparrow,0.198
12-24-2025 15:43:08,White-throated Sparrow,0.172
12-24-2025 15:48:32,Common Raven,0.239
12-24-2025 15:48:38,Tufted Titmouse,0.414
12-24-2025 15:48:38,White-breasted Nuthatch,0.124
12-24-2025 15:48:41,Tufted Titmouse,0.986
12-24-2025 15:48:44,Tufted Titmouse,0.934
12-24-2025 15:48:50,Tufted Titmouse,0.743
12-24-2025 15:48:59,Tufted Titmouse,0.734
12-24-2025 15:51:14,Tufted Titmouse,0.317
12-24-2025 15:55:20,Tufted Titmouse,0.102
12-24-2025 15:56:53,Tufted Titmouse,0.126
12-24-2025 15:57:29,Tufted Titmouse,0.122
12-24-2025 16:14:24,Canada Goose,0.234
12-24-2025 16:24:22,Great Blue Heron,0.118
12-24-2025 16:40:34,Yellow-bellied Sapsucker,0.14
12-24-2025 16:40:46,Pileated Woodpecker,0.112
12-24-2025 16:46:37,Tundra Swan,0.136
12-24-2025 16:57:16,Mute Swan,0.106
12-24-2025 17:13:52,Rock Pigeon,0.222
12-24-2025 17:54:31,Rock Pigeon,0.284
12-24-2025 22:02:07,Red-breasted Nuthatch,0.119
